,Issue_Time,Color,Make,Route,Fine_Amount,Binned
1918625,859.0,BK,CHEV,00373,73.0,5
1387355,1332.0,GY,VOLK,144,93.0,6
1045751,1157.0,WT,FORD,00453,63.0,4
1317608,1849.0,GY,MAZD,00402,73.0,5
2579945,1552.0,BN,OTHR,00675,93.0,6
4345872,652.0,BK,HOND,57V,25.0,1
520069,1216.0,SI,DODG,00147,73.0,5
4723843,1214.0,BK,VOLK,00351,73.0,5
307647,1211.0,BK,NISS,478R2,73.0,5
1586570,137.0,GY,TOYT,00119,25.0,1
1030373,1354.0,RD,ISU,485,58.0,3
3231883,1038.0,RD,LEXS,00445,73.0,5
2671199,1019.0,BK,HOND,00642,73.0,5
1317763,1242.0,WT,GMC,00354,58.0,3
3049119,2238.0,RD,MAZD,00403,73.0,5
998127,1448.0,BK,HOND,00356,63.0,4
1805250,833.0,BL,TOYT,00542,73.0,5
4348601,340.0,WT,FORD,00600,133.0,7
1733177,1044.0,SL,CHEV,00483,63.0,4
2926329,1210.0,SL,MITS,00474,68.0,4
2932276,1609.0,WT,NISS,00600,93.0,6
4844921,1205.0,SL,BMW,00477,63.0,4
6181729,1028.0,BK,TOYT,00315,93.0,6
6226226,2020.0,GY,MERZ,00600,58.0,3
5793978,907.0,GY,NISS,00143,73.0,5
582163,1152.0,BK,CADI,00686,63.0,4
5764650,1649.0,BK,AUDI,00441,63.0,4
183074,1653.0,BK,NISS,00500,25.0,1
4811904,2143.0,BK,NISS,00500,93.0,6
2535466,1946.0,BK,HOND,00310,63.0,4
1584953,155.0,BK,FORD,00309,68.0,4
6156380,1213.0,RD,HOND,00133,73.0,5
5276737,1342.0,GY,HOND,00463,58.0,3
1429227,1057.0,SL,HOND,00681,63.0,4
856002,1612.0,WT,HOND,00491,163.0,7
6318252,1104.0,BL,HOND,645A,73.0,5
1447928,1400.0,BK,FORD,369A,25.0,1
2668245,156.0,WT,DODG,00401,68.0,4
2460967,1017.0,SL,NISS,00465,73.0,5
5300708,645.0,GY,MITS,00366,58.0,3
2137551,1022.0,BK,HYUN,00674,25.0,1
1265585,432.0,YE,NISS,00300,68.0,4
4277286,201.0,GY,NISS,504A,25.0,1
5059734,644.0,GY,HYUN,00600,68.0,4
1876410,1522.0,SL,CHRY,00450,63.0,4
5319725,507.0,YE,JEEP,00600,73.0,5
4600050,1013.0,WT,TOYT,00351,73.0,5
3742969,1324.0,SL,MERZ,00473,63.0,4
1410608,2057.0,BK,FORD,00402,68.0,4
6479502,415.0,GY,MERC,00500,73.0,5
1656158,2223.0,BL,HOND,00403,58.0,3
639423,1926.0,SL,VOLV,00316,68.0,4
4790899,1359.0,WT,JEEP,00476,63.0,4
2032364,859.0,BK,CADI,00162,293.0,8
227440,1133.0,GY,NISS,00363,363.0,8
5023999,1145.0,BK,MERZ,00461,63.0,4
2558194,825.0,BK,HOND,00356,73.0,5
280466,1637.0,BK,BMW,00471,63.0,4
458013,1136.0,BK,HOND,00600,25.0,1
6605820,1008.0,GY,TOYT,00500,73.0,5
1667099,1112.0,WT,HYUN,00465,63.0,4
3330433,810.0,BK,BMW,00636,25.0,1
2901048,818.0,RD,CHEV,00567,63.0,4
6203758,649.0,GY,DODG,502B,68.0,4
4181543,1647.0,SL,DODG,00442,163.0,7
6395039,2019.0,GY,NISS,00401,68.0,4
2544201,1205.0,GY,ACUR,00500,73.0,5
1799367,1411.0,BN,OTHR,645A,93.0,6
151489,1214.0,BK,HOND,00139,73.0,5
3598271,1221.0,GY,CHEV,00143,73.0,5
1544107,1224.0,WT,VOLK,00162,73.0,5
6393680,824.0,RD,HYUN,00637,73.0,5
6726092,1423.0,BK,LEXS,00137,68.0,4
3031402,1835.0,WT,AUDI,00111,58.0,3
2636784,1206.0,GY,MAZD,00315,63.0,4
4512923,851.0,GY,TOYT,00544,73.0,5
2517602,2328.0,GY,MAZD,00403,68.0,4
1779504,1258.0,GY,JEEP,00455,63.0,4
4998014,1210.0,BK,HOND,00142,63.0,4
563370,859.0,RD,HOND,00669,63.0,4
5135014,1132.0,BK,TOYT,00610,73.0,5
2802434,1805.0,GY,MERZ,2A104,25.0,1
2839105,2055.0,BK,HOND,7K935,58.0,3
1606186,1124.0,GY,SUBA,00108,63.0,4
1286541,840.0,RD,HOND,00471,63.0,4
2817037,1033.0,SL,TOYT,00651,63.0,4
2599095,810.0,BK,MERZ,00303,63.0,4
2126843,1323.0,BK,BMW,00666,73.0,5
1535269,1205.0,WT,ACUR,00552,73.0,5
4499443,1819.0,WT,FORD,00309,68.0,4
4144397,812.0,BK,HOND,645B,73.0,5
634370,1008.0,BK,HOND,00137,73.0,5
2459847,1314.0,WT,FORD,00500,25.0,1
3733359,1042.0,BK,GMC,00153,73.0,5
5107676,1657.0,GY,CHEV,403B,63.0,4
1529302,1021.0,RD,TOYT,00333,73.0,5
5536782,1651.0,WT,KW,00310,133.0,7
4625098,1253.0,WT,MERZ,00145,73.0,5
4692515,2133.0,GY,INFI,00500,68.0,4
1740959,1020.0,WT,BENT,00492,25.0,1
2215257,1105.0,WT,FORD,00177,73.0,5
4283505,817.0,BK,LEXS,00363,73.0,5
2368127,1707.0,RD,FORD,00205,25.0,1
1407220,821.0,GO,FORD,00351,73.0,5
4877999,1626.0,WT,HOND,00309,163.0,7
2929683,1304.0,BK,VOLV,00356,63.0,4
4302906,1041.0,GO,CHEV,00321,25.0,1
4816748,1133.0,GY,TOYT,00461,63.0,4
5940928,933.0,GO,PLYM,00633,73.0,5
2986501,1855.0,RD,MAZD,00304,63.0,4
4487392,653.0,SL,TOYT,00492,73.0,5
2116161,706.0,WT,SUBA,00536,93.0,6
34460,835.0,SL,VOLK,00144,73.0,5
3373217,1824.0,BK,TOYT,00315,63.0,4
599527,1125.0,SL,FORD,00483,73.0,5
6518492,1208.0,WT,NISS,00336,58.0,3
2193793,1121.0,GY,HOND,00336,73.0,5
1351824,838.0,WT,TOYT,00322,73.0,5
3742249,1038.0,SL,TOYT,00441,73.0,5
6695495,947.0,BL,HOND,00405,58.0,3
288082,118.0,GY,TOYT,00600,25.0,1
5444494,806.0,WT,NISS,00118,63.0,4
2637979,819.0,SL,CHEV,00563,93.0,6
6025376,1203.0,WT,NISS,00600,93.0,6
841370,2012.0,WT,FORD,00401,68.0,4
5031789,810.0,GY,CHEV,00544,73.0,5
6691126,151.0,BL,HYUN,00600,58.0,3
1105135,2203.0,BN,FRHT,00310,78.0,5
3832643,1149.0,MR,GMC,00611,73.0,5
2656608,859.0,WT,CHEV,00544,73.0,5
874428,919.0,BN,GRUM,677R1,93.0,6
5381385,1521.0,BK,JEEP,449R1,63.0,4
896214,1128.0,GY,FORD,00334,73.0,5
6247965,1411.0,WT,INFI,00444,63.0,4
1282196,857.0,WT,TOYT,00153,73.0,5
5926169,1252.0,BN,OTHR,00611,63.0,4
5568600,1222.0,GY,KIA,00500,73.0,5
414848,928.0,GY,FORD,00184,73.0,5
4810735,1935.0,BK,FORD,6T7,68.0,4
6364879,1943.0,WT,CHRY,403B,63.0,4
1360735,1716.0,GY,MERZ,00402,63.0,4
2675926,504.0,WT,TOYT,00502,68.0,4
5320645,402.0,GY,JEEP,503B,25.0,1
3041467,2015.0,BK,VOLK,00315,73.0,5
3141406,313.0,BL,HOND,00501,73.0,5
3928201,1037.0,GY,HOND,00356,68.0,4
5403077,1521.0,BK,VOLK,906R,68.0,4
6147997,834.0,WT,LEXS,00463,73.0,5
4561032,1537.0,SL,CHEV,00315,93.0,6
4201119,839.0,OT,LNDR,304W,63.0,4
651071,1427.0,WT,BUIC,00409,63.0,4
4059821,1137.0,GY,HOND,00301,363.0,8
3641045,1225.0,GY,KIA,00001,363.0,8
5724794,1241.0,GY,CHEV,00556,58.0,3
4760775,1323.0,SL,VOLK,00330,58.0,3
4779809,400.0,WT,FIAT,502A,68.0,4
1706541,741.0,BK,SMRT,00667,58.0,3
6432520,1911.0,GY,FORD,00401,68.0,4
3489870,908.0,BK,MERZ,00182,73.0,5
4787844,1448.0,BN,GRUM,00653,93.0,6
4228529,1456.0,GY,MERZ,00107,58.0,3
3386194,728.0,UN,TOYT,00600,68.0,4
450685,832.0,BK,HYUN,00531,73.0,5
1620306,818.0,PR,HOND,00610,58.0,3
1513289,1323.0,WT,HOND,00904,73.0,5
3945082,224.0,SL,VOLV,00604,93.0,6
5704437,1205.0,WT,FORD,00158,73.0,5
953791,933.0,BN,OTHR,00667,63.0,4
3540505,1225.0,SL,HOND,00353,73.0,5
6392983,1951.0,BK,JEEP,00309,68.0,4
2391983,631.0,GY,MERZ,00500,68.0,4
853875,1040.0,GY,AUDI,00355,58.0,3
3340589,1917.0,SL,BMW,00207,63.0,4
3005498,753.0,WT,TOYT,00502,73.0,5
2067361,2106.0,WT,TOYT,00403,93.0,6
2652533,1404.0,BK,FORD,00352,58.0,3
3942538,2159.0,BK,MERZ,00401,58.0,3
6153487,1240.0,GY,MERZ,00465,73.0,5
1613044,1808.0,BK,LEXS,00309,25.0,1
3905892,1409.0,GY,FORD,00485,63.0,4
2767860,106.0,GO,GMC,00553,68.0,4
3679946,1134.0,WT,TOYT,00202,25.0,1
6295540,1031.0,BK,TOYT,00206,68.0,4
4006051,1300.0,SL,ACUR,00553,73.0,5
2984824,830.0,WT,AUDI,00445,73.0,5
4185139,657.0,SL,BMW,00500,25.0,1
1080868,1249.0,GN,NISS,00333,63.0,4
126829,1017.0,RD,ACUR,00363,63.0,4
5670837,748.0,SL,HOND,00541,73.0,5
5161734,1119.0,GY,VOLK,00315,25.0,1
386275,1225.0,GY,HOND,00442,73.0,5
5543188,1934.0,BK,BMW,402B,68.0,4
3554822,2207.0,GY,FORD,00403,63.0,4
6338166,1047.0,SL,HOND,00600,63.0,4
3539677,824.0,GY,HOND,00491,73.0,5
4278441,1307.0,WT,BMW,00361,73.0,5
4824297,1008.0,SL,DODG,00631,25.0,1
83127,1159.0,WT,UNK,00600,58.0,3
4222837,1338.0,BK,CHRY,00118,25.0,1
4344009,1717.0,GN,HYUN,00309,63.0,4
2292892,833.0,RD,HOND,00337,73.0,5
6689731,1939.0,BL,HYUN,00310,63.0,4
4454647,1313.0,WT,ACUR,310W,68.0,4
757150,1006.0,BL,TOYT,00141,73.0,5
3800443,1323.0,BK,AUDI,00204,63.0,4
592565,920.0,BK,CHEV,00676,63.0,4
4235760,1045.0,BN,GRUM,00676,63.0,4
2056544,2043.0,BL,TOYT,00600,58.0,3
2037755,2001.0,BK,LEXS,00107,58.0,3
2526437,859.0,SL,BMW,00676,63.0,4
4866413,1151.0,WT,CADI,00473,63.0,4
3357081,1205.0,GY,TOYT,00301,25.0,1
5296471,1033.0,GY,HOND,00441,73.0,5
831315,2000.0,BK,INFI,00401,68.0,4
6705950,813.0,SL,TSMR,00133,73.0,5
1601819,1416.0,WT,BMW,00499,63.0,4
1904104,1012.0,WT,ACUR,00655,63.0,4
1680969,1104.0,GY,CHEV,00477,68.0,4
158554,1017.0,RD,FORD,00361,73.0,5
5347355,1426.0,BK,BMW,00382,63.0,4
4458844,1356.0,BK,NISS,00630,68.0,4
391147,1648.0,SL,TOYT,00475,25.0,1
4335585,1008.0,WT,TOYT,00472,73.0,5
3219377,1532.0,SL,VOLK,00662,63.0,4
4386097,809.0,WT,DODG,00135,63.0,4
5365792,1121.0,GN,HOND,00444,73.0,5
3192678,1250.0,WT,CHEV,00342,73.0,5
5213361,1241.0,GN,CHEV,00600,68.0,4
2940221,1400.0,BK,LEXS,00500,73.0,5
3233363,1217.0,GO,CHRY,00144,73.0,5
3846813,1245.0,BK,MAZD,00491,68.0,4
27579,1738.0,BK,BMW,00317,25.0,1
285644,838.0,WT,HOND,00531,73.0,5
6487366,1803.0,BL,CHRY,00315,68.0,4
6543592,1801.0,RD,HOND,403B,58.0,3
3500209,846.0,GY,FORD,489R1,25.0,1
4416033,1815.0,WT,FIAT,00402,68.0,4
4873818,1547.0,GY,FORD,00408,63.0,4
1334253,1526.0,WT,KIA,00473,63.0,4
101782,2010.0,WT,HOND,00403,68.0,4
2221571,1100.0,GY,BMW,00187,68.0,4
726668,832.0,SL,HOND,00376,25.0,1
2760291,140.0,BL,DODG,00107,93.0,6
1744601,1107.0,WT,BUIC,00355,63.0,4
5617769,1217.0,BK,NISS,00300,63.0,4
258104,1834.0,WT,FIAT,00651,63.0,4
4902905,818.0,BK,MERZ,00137,25.0,1
1082021,2138.0,BK,MERZ,00474,68.0,4
4499217,1114.0,WT,NISS,00443,73.0,5
6452950,1030.0,RD,CHEV,00143,73.0,5
123443,709.0,GY,DODG,00401,163.0,7
1816467,1155.0,SL,FORD,369A,93.0,6
759921,1331.0,WT,TOYT,00903,73.0,5
1557810,1056.0,GN,HOND,00669,63.0,4
2443328,1743.0,WT,GMC,00315,63.0,4
1372260,1519.0,BK,MITS,00662,63.0,4
5030733,840.0,BK,OTHR,00464,73.0,5
921109,1306.0,BK,NISS,360R2,63.0,4
739404,1840.0,BK,BMW,403,68.0,4
2439815,908.0,SL,FORD,00545,73.0,5
5156614,1042.0,WT,FORD,00137,73.0,5
2031429,114.0,WT,NISS,403,68.0,4
1156931,1020.0,BK,TOYT,00353,73.0,5
6699229,1123.0,BK,DODG,00481,68.0,4
2153169,1605.0,BN,MERZ,00481,163.0,7
4463407,814.0,RD,HOND,00354,73.0,5
5662346,13.0,BK,TOYT,401A,25.0,1
4423242,1139.0,SL,TOYT,00635,25.0,1
3669394,1518.0,BN,OTHR,00662,58.0,3
6688449,1604.0,GY,TOYT,00391,63.0,4
4374138,1202.0,RD,NISS,00610,63.0,4
3131802,806.0,WT,BMW,00157,73.0,5
4006363,1428.0,BN,OTHR,00658,93.0,6
3774819,1348.0,WT,VOLK,00205,73.0,5
3805944,1202.0,BK,JEEP,00441,63.0,4
2710973,812.0,SL,CHEV,00174,63.0,4
1884618,815.0,BK,BMW,00151,73.0,5
4135237,927.0,GY,TOYT,00365,73.0,5
4095956,2200.0,YE,INTL,00316,93.0,6
424814,935.0,GY,HOND,00562,73.0,5
1497153,1528.0,RD,FORD,00382,58.0,3
868573,2227.0,GY,VOLK,00403,68.0,4
5280689,1036.0,SL,MITS,00536,25.0,1
6552817,1252.0,RD,VOLK,00101,25.0,1
6150977,1708.0,SL,TOYT,00309,63.0,4
5134485,816.0,WT,VOLK,00610,93.0,6
2441535,2236.0,BL,SUBA,00401,68.0,4
4884829,2117.0,BK,NISS,00403,93.0,6
6626868,435.0,BL,GMC,00600,25.0,1
5340349,1108.0,WT,VOLK,00372,25.0,1
2594710,834.0,GY,HOND,00356,73.0,5
231997,1756.0,GY,DODG,00600,93.0,6
5695947,831.0,SL,TOYT,00442,58.0,3
2338476,823.0,BL,NISS,00561,63.0,4
4369205,1217.0,GY,FORD,00600,63.0,4
5229415,1220.0,GY,FORD,00456,73.0,5
1396598,1213.0,SL,HOND,00483,73.0,5
6133656,1318.0,WT,FORD,00612,63.0,4
4376077,1931.0,WT,ISU,00319,103.0,7
5131955,408.0,GY,TOYT,00400,25.0,1
5705725,1233.0,GY,BMW,00353,25.0,1
624525,1235.0,SL,HOND,00600,58.0,3
1379364,1501.0,BK,CHEV,6T7,63.0,4
2736378,1243.0,WT,MERZ,00395,63.0,4
154568,929.0,BK,HOND,00182,73.0,5
3329894,1253.0,BL,FORD,389R,68.0,4
489711,1808.0,GY,TOYT,00396,63.0,4
2604741,1239.0,WT,INFI,00788,58.0,3
354639,2250.0,WT,CHEV,00204,58.0,3
4673169,2031.0,MR,LEXS,00600,68.0,4
425636,1340.0,BK,MERZ,906R,58.0,3
4832776,1223.0,GY,HOND,00368,73.0,5
3816934,1148.0,GY,HOND,00600,58.0,3
3381172,957.0,WT,TOYT,00305,63.0,4
3267624,1018.0,BN,INFI,00357,73.0,5
2425762,849.0,BK,MERZ,00151,73.0,5
1438841,1329.0,WT,HOND,00601,58.0,3
5028191,1816.0,GY,NISS,00201,68.0,4
2908241,1858.0,SL,FORD,00402,68.0,4
4489226,1405.0,WT,TOYT,00104,68.0,4
4686435,1211.0,WT,MERZ,00677,58.0,3
1927183,1325.0,WT,TOYT,00208,63.0,4
146476,1454.0,OT,TOYT,00632,58.0,3
4238845,2247.0,WT,HOND,00315,68.0,4
6282103,1137.0,SL,DODG,00331,73.0,5
4962961,1748.0,BL,VOLV,00315,63.0,4
2469645,1909.0,BK,TOYT,350R2,63.0,4
892760,104.0,GY,TOYT,00107,68.0,4
5218162,1229.0,BN,HYUN,00676,73.0,5
5680573,1237.0,BK,HOND,00353,73.0,5
4769528,1335.0,GY,JEEP,00711,50.0,2
4755066,1314.0,GY,LINC,00484,63.0,4
2655539,648.0,BK,LEXS,00401,58.0,3
949595,946.0,BK,JEEP,00376,68.0,4
920305,1927.0,SL,HOND,00631,63.0,4
5702830,1040.0,BK,KIA,00671,73.0,5
2903991,1835.0,BL,BMW,00306,63.0,4
4210053,940.0,WT,NISS,00475,68.0,4
3901783,811.0,GY,ACUR,00477,63.0,4
5843669,1016.0,BL,DODG,378R2,73.0,5
3021703,1026.0,WT,HYUN,00561,68.0,4
5509657,834.0,MR,HOND,538C,73.0,5
5084266,1234.0,BK,NISS,00361,73.0,5
4423802,1631.0,SL,AUDI,00468,93.0,6
4898246,1309.0,WT,HYUN,00405,25.0,1
587457,2009.0,RD,TOYT,00600,58.0,3
6409986,1049.0,BL,FORD,00543,73.0,5
5157697,1023.0,SL,BMW,00365,73.0,5
2506734,915.0,BK,LNDR,138R2,73.0,5
6482245,1129.0,BK,CHEV,00367,68.0,4
3606217,1622.0,WT,MERZ,00463,163.0,7
5383064,1649.0,BK,VOLK,401B,68.0,4
4797532,1359.0,BL,BMW,00684,63.0,4
4608459,2252.0,MR,TOYT,00309,73.0,5
5813,729.0,RD,TOYT,00546,93.0,6
5617376,1037.0,WT,FORD,00700,25.0,1
831911,817.0,BL,MNNI,00149,73.0,5
1399480,1059.0,GY,FIAT,00377,73.0,5
1380718,2001.0,BK,VOLV,00600,25.0,1
6325333,334.0,BK,HYUN,402B,58.0,3
3361109,1111.0,WT,HOND,00400,73.0,5
1441373,1430.0,GY,MITS,601,63.0,4
342937,1322.0,WT,CADI,00387,63.0,4
2978969,1409.0,BL,TOYT,00662,63.0,4
3332523,1637.0,GY,FORD,00316,25.0,1
3775444,1019.0,BL,NISS,00456,73.0,5
6363609,822.0,GY,BUIC,00634,73.0,5
269395,2022.0,BK,MITS,00400,25.0,1
6688142,1207.0,BK,HYUN,00441,68.0,4
2158048,1210.0,WT,CHRY,00681,93.0,6
915150,1622.0,SL,MERZ,00401,63.0,4
2432924,709.0,GN,TOYT,00600,93.0,6
5696528,1242.0,BL,FORD,00633,73.0,5
1551104,1631.0,WT,JAGU,00107,63.0,4
4602439,1633.0,BK,NISS,00600,63.0,4
512608,1807.0,WT,TOYT,00600,58.0,3
4062275,1514.0,GY,TOYT,00461,58.0,3
5810633,812.0,BL,FORD,00600,58.0,3
5256616,1501.0,BL,TOYT,00641,63.0,4
991321,1012.0,BL,JEEP,00338,73.0,5
522721,849.0,BK,FORD,389R,63.0,4
3006449,951.0,BK,HOND,00564,73.0,5
4947645,720.0,GN,FORD,00101,93.0,6
3283251,1256.0,BL,MITS,00446,25.0,1
5012147,1208.0,BK,HYUN,00471,73.0,5
256422,1753.0,BN,MNNI,00403,25.0,1
4707245,1546.0,WT,MERZ,00600,58.0,3
2299491,1322.0,GY,MERZ,00163,73.0,5
6725063,1301.0,GY,CHEV,00631,73.0,5
4542066,2206.0,WT,BMW,00204,73.0,5
5297025,1319.0,GY,ACUR,00400,58.0,3
2917556,952.0,GY,MERZ,00181,73.0,5
2839777,1640.0,WH,CHEV,17X66,50.0,2
49522,844.0,SL,BMW,00367,25.0,1
1369672,1430.0,SL,NISS,00108,58.0,3
1595149,2301.0,SL,CHEV,00401,68.0,4
2727681,1413.0,BL,HOND,00500,73.0,5
3825139,1423.0,BL,BMW,00472,68.0,4
541344,1009.0,BL,INFI,00363,73.0,5
1061246,912.0,GY,TOYT,00634,73.0,5
1075449,912.0,GY,TOYT,00361,73.0,5
635164,1246.0,WT,KIA,00156,73.0,5
1645985,1915.0,WT,KIA,00441,68.0,4
2072561,1850.0,SL,TOYT,00401,68.0,4
6284943,1741.0,MR,KIA,00500,93.0,6
2778952,125.0,WT,NISS,00300,58.0,3
2326196,1342.0,BK,HYUN,00500,68.0,4
1992334,1220.0,BK,LEXS,00399,25.0,1
6186463,1201.0,WT,MITS,00391,58.0,3
126063,1600.0,MR,PORS,00117,25.0,1
4366814,1746.0,WT,CHEV,00403,73.0,5
4534147,1905.0,RD,HYUN,00402,68.0,4
1688722,1735.0,RD,NISS,00300,63.0,4
3555037,2205.0,WT,TOYT,00309,68.0,4
2299329,1121.0,SL,FORD,00493,73.0,5
1850626,1341.0,BK,MERZ,00473,25.0,1
4364549,1246.0,GY,MAZD,478R2,73.0,5
2215581,56.0,BK,CHEV,00403,73.0,5
3940233,1758.0,BL,HOND,00316,25.0,1
5254902,849.0,WT,CHEV,00500,25.0,1
1061996,1238.0,BL,TOYT,00601,25.0,1
1154432,1527.0,SL,HOND,00371,93.0,6
1407933,1340.0,BK,HOND,00493,68.0,4
2398334,1303.0,SL,FORD,00301,58.0,3
3238433,2143.0,GY,DODG,00400,68.0,4
4302805,1323.0,WT,HOND,00635,58.0,3
4920479,1607.0,GY,VOLK,00107,163.0,7
2962327,819.0,WT,CHRY,00454,73.0,5
877301,1151.0,SL,HOND,00643,63.0,4
6210447,942.0,SL,DODG,538C,63.0,4
1710076,1118.0,WT,FORD,00488,63.0,4
3394897,1522.0,WT,CHRY,00405,63.0,4
2509682,1600.0,GN,SUZI,00483,25.0,1
3232876,1652.0,BK,JEEP,00500,63.0,4
3424570,840.0,GY,NISS,00133,73.0,5
3759359,1558.0,OT,MITS,00635,68.0,4
6342884,1706.0,WT,AUDI,00315,63.0,4
1321833,1711.0,BL,BMW,00111,63.0,4
1555715,807.0,GY,PONT,00644,63.0,4
1234158,853.0,WT,BMW,00372,73.0,5
3893059,1622.0,GY,HOND,00107,58.0,3
1521401,1218.0,GY,FORD,00453,25.0,1
257709,1644.0,GY,CHEV,00683,58.0,3
1412181,1355.0,GY,MASE,20M18,25.0,1
2458896,2301.0,BK,BMW,00315,93.0,6
1229175,1345.0,BL,HYUN,638R2,63.0,4
6050168,1034.0,GY,NISS,00334,73.0,5
548295,440.0,WT,GMC,00403,68.0,4
2167815,1628.0,SL,MAZD,00600,63.0,4
2002483,819.0,WT,MERZ,00357,73.0,5
4344692,458.0,GY,TOYT,00600,73.0,5
6009357,845.0,WT,TOYT,00134,73.0,5
2396995,1843.0,GO,HYUN,00402,63.0,4
932442,1016.0,TN,TOYT,00547,73.0,5
6726496,905.0,BK,CHEV,00147,25.0,1
6644170,820.0,BK,TOYT,00335,73.0,5
1616815,1208.0,SL,LEXS,647R1,73.0,5
5053852,825.0,WT,TOYT,00634,73.0,5
4284273,1342.0,GN,ISU,00661,58.0,3
5002748,753.0,WT,FORD,00131,73.0,5
5063103,837.0,WT,DODG,00600,73.0,5
5209214,2014.0,WT,VOLK,401B,68.0,4
781756,1828.0,WT,VOLV,00315,73.0,5
6475318,1940.0,SL,TOYT,203A,68.0,4
4382647,335.0,GY,NISS,00500,63.0,4
3337748,1047.0,WT,INFI,00408,73.0,5
2268647,945.0,SL,CHEV,00656,63.0,4
5645686,1219.0,SL,HYUN,178R1,73.0,5
4659628,1109.0,WT,UNK,906R,58.0,3
6178597,1450.0,BN,GRUM,00676,93.0,6
2857752,1013.0,GY,BMW,00353,73.0,5
3914203,1013.0,BL,TOYT,537C,73.0,5
6129074,458.0,BL,TOYT,00500,73.0,5
3000124,1955.0,GY,JEEP,14FB2,93.0,6
6403479,854.0,GY,SUZI,00448,73.0,5
5705911,1106.0,BK,FORD,00334,73.0,5
5739410,432.0,BK,NISS,00611,73.0,5
5562963,152.0,WT,TOYT,00310,93.0,6
2425430,553.0,GO,HOND,00174,68.0,4
1178603,638.0,WT,TOYT,00401,58.0,3
4069030,1120.0,BL,FORD,00185,73.0,5
5759270,1343.0,GY,TOYT,111R,58.0,3
2666931,927.0,BK,PORS,00135,73.0,5
4663893,856.0,GY,HOND,00300,73.0,5
6537126,814.0,BK,BMW,00447,73.0,5
6168835,1256.0,BK,AUDI,00145,73.0,5
4634106,1010.0,RD,TOYT,00136,73.0,5
4987752,1613.0,WT,GMC,00407,363.0,8
6396538,208.0,BK,HOND,00402,68.0,4
1365203,842.0,GY,ACUR,00361,73.0,5
2675608,827.0,RD,MAZD,00631,93.0,6
2902081,923.0,BK,TOYT,00162,58.0,3
5266399,1031.0,GY,HOND,00141,73.0,5
814064,1706.0,WT,RROV,00401,93.0,6
2174362,915.0,WT,PTRB,00342,73.0,5
4785773,1355.0,BK,CHEV,00358,93.0,6
4124216,1100.0,WT,TOYT,00151,25.0,1
4995484,633.0,GY,CHEV,00132,68.0,4
3572866,826.0,SL,CHEV,00153,73.0,5
1698631,1716.0,BL,FIAT,00107,68.0,4
911115,1207.0,GY,HOND,454,73.0,5
1359605,1057.0,GY,NISS,00356,73.0,5
4675177,858.0,BL,FORD,00341,25.0,1
6365632,818.0,BK,SUBA,00674,73.0,5
2598205,1009.0,MR,MERZ,00500,25.0,1
6141525,936.0,BK,MAZD,00672,93.0,6
1786076,927.0,WT,FRHT,00667,63.0,4
3758755,1053.0,SL,SUBA,00408,63.0,4
4413305,1129.0,GY,BMW,00483,73.0,5
3232189,1439.0,BK,INFI,00107,25.0,1
5216656,155.0,SL,NISS,00500,93.0,6
4020760,1009.0,MR,HOND,00145,73.0,5
5084287,1627.0,BK,TOYT,00361,58.0,3
4523843,917.0,BN,NISS,00174,73.0,5
3454671,1035.0,WT,PORS,00162,73.0,5
2721881,2331.0,BL,HOND,00600,363.0,8
2284970,1625.0,BK,BMW,00908,25.0,1
5500981,1041.0,RD,TOYT,00363,58.0,3
1848137,1818.0,SL,TOYT,00402,73.0,5
6522805,1938.0,SL,CHEV,00500,293.0,8
1393362,949.0,BK,FORD,00203,63.0,4
925410,1226.0,BL,VOLK,535H,73.0,5
4654469,826.0,GY,HOND,00325,68.0,4
3456728,2055.0,WT,LEXS,00600,93.0,6
5535648,850.0,GY,TOYT,00406,93.0,6
5432632,1320.0,GY,AUDI,00413,25.0,1
6461681,1336.0,SL,VOLK,101R,25.0,1
3458561,1035.0,WT,SUBA,158R1,68.0,4
3897685,1025.0,WT,FORD,00355,73.0,5
2195945,1244.0,BG,TOYT,00634,73.0,5
5234257,150.0,SL,HOND,00401,93.0,6
3457393,1012.0,WT,FORD,00367,73.0,5
986937,803.0,WT,TOYT,58B,93.0,6
5598240,1635.0,WT,LEXS,403A,93.0,6
4188652,1135.0,BK,TOYT,00113,63.0,4
3871001,1058.0,WT,CHEV,00477,63.0,4
4452834,1004.0,GY,GEO,00335,73.0,5
5249636,1101.0,WT,HOND,645A,73.0,5
1451845,1336.0,WT,OTHR,6T6,93.0,6
6695933,1651.0,GY,HOND,00600,63.0,4
5242734,1021.0,GY,YAMA,00105,73.0,5
5544208,1223.0,WT,FORD,00665,25.0,1
5306110,1225.0,MR,CHRY,00544,73.0,5
4272645,809.0,BK,NISS,00300,63.0,4
1641610,1313.0,WT,FORD,641,73.0,5
5248942,1007.0,WT,VOLK,478R2,73.0,5
5709750,241.0,BK,DODG,00101,93.0,6
4096890,1617.0,GY,HOND,00641,63.0,4
4510242,839.0,GO,TOYT,00156,73.0,5
6441234,1236.0,BK,TSMR,906R,63.0,4
5472427,848.0,GY,HOND,00336,63.0,4
5001252,1138.0,GY,DODG,00300,58.0,3
1418333,2206.0,SL,KIA,00403,73.0,5
6085605,1323.0,BK,TOYT,00138,93.0,6
804174,1221.0,WT,NISS,00672,63.0,4
4507974,1228.0,BK,TOYT,00119,25.0,1
