,Issue_Time,Color,Make,Route,Fine_Amount,Binned
748916,1652.0,BK,DODG,00363,68.0,4
2847783,1814.0,WT,HOND,00401,68.0,4
6547501,1632.0,WT,CHEV,00612,93.0,6
208080,2110.0,BL,HOND,00315,68.0,4
3741374,1246.0,BG,FIAT,00363,73.0,5
4333612,1225.0,BK,KIA,00642,63.0,4
3798747,1034.0,BK,BMW,00153,73.0,5
5971676,813.0,SL,MNNI,00633,25.0,1
6190739,1708.0,SL,HYUN,00111,63.0,4
2218410,1102.0,BK,TOYT,00161,73.0,5
4570915,1213.0,BK,HYUN,465R1,73.0,5
1124043,1146.0,BL,FORD,00483,63.0,4
6610434,1245.0,BK,JEEP,00131,73.0,5
2518028,1233.0,RD,VOLK,00177,58.0,3
1586141,1014.0,BK,BMW,00374,73.0,5
4108140,1123.0,WT,FORD,00672,63.0,4
1878711,1211.0,GY,TOYT,00465,63.0,4
4089628,2029.0,BK,TOYT,00310,93.0,6
5992648,1310.0,SL,AUDI,00132,73.0,5
6010652,1819.0,RD,FORD,205B,68.0,4
2248845,1114.0,OR,SMRT,00145,73.0,5
1295221,2129.0,GY,FORD,00107,73.0,5
3245507,1523.0,WT,KIA,00492,63.0,4
82519,2158.0,BK,NISS,00108,25.0,1
879576,1102.0,SL,TOYT,57V,25.0,1
1997256,2307.0,GY,TOYT,01205,63.0,4
6026585,1955.0,SL,HOND,00441,25.0,1
1646782,813.0,SL,LEXS,00473,73.0,5
3316549,1308.0,GN,CHEV,00552,73.0,5
859599,1026.0,SL,DODG,00331,73.0,5
6391112,1324.0,BK,AUDI,00475,68.0,4
2353900,850.0,GN,DODG,00353,73.0,5
708037,207.0,GY,HOND,00600,73.0,5
3002442,1408.0,GN,FORD,00325,68.0,4
2658766,1310.0,MR,NISS,00107,68.0,4
5497217,833.0,WT,BMW,00633,58.0,3
5148941,1040.0,RD,FORD,00677,25.0,1
2204810,1017.0,GY,HOND,00155,73.0,5
4178181,1342.0,WT,VOLK,00672,63.0,4
886778,1830.0,GY,FORD,00400,63.0,4
3414189,1225.0,YE,CHEV,00442,93.0,6
836447,1608.0,WT,TOYT,00681,93.0,6
1064749,1644.0,BK,TOYT,00402,63.0,4
4846609,1904.0,GY,TOYT,402A,63.0,4
943720,1717.0,BK,HOND,00315,68.0,4
2044075,1003.0,TN,MNNI,00445,68.0,4
5780901,1130.0,RD,FORD,00113,63.0,4
2419447,842.0,BK,MERZ,138R2,73.0,5
5005238,836.0,BK,AUDI,00536,73.0,5
5524493,1841.0,GY,NISS,00500,25.0,1
2309161,840.0,GN,HOND,00600,68.0,4
1425386,1622.0,GY,TOYT,00111,63.0,4
3824700,805.0,SL,TOYT,00633,73.0,5
4109154,707.0,SL,NISS,00600,93.0,6
1390441,1202.0,SL,HOND,356,73.0,5
3538245,353.0,MR,LINC,00500,93.0,6
6059978,854.0,WT,BUIC,00477,25.0,1
4831405,1659.0,WT,JEEP,00402,63.0,4
6493601,2316.0,BK,HYUN,402B,63.0,4
2391718,1707.0,GY,RROV,00600,63.0,4
3951490,1224.0,WT,TOYT,00451,25.0,1
3904377,1714.0,WT,HOND,00651,63.0,4
4365665,2135.0,BK,TOYT,00600,93.0,6
228077,1016.0,WT,LEXS,00531,73.0,5
3279294,1638.0,GY,NISS,108R,63.0,4
2547790,1336.0,GY,TOYT,00118,73.0,5
2361280,1443.0,BL,HOND,00203,68.0,4
6633536,832.0,BL,TOYT,350R1,73.0,5
215842,1109.0,GY,FORD,00305,63.0,4
2639581,1043.0,MR,MITS,00561,68.0,4
1649711,1235.0,WT,CHEV,00175,73.0,5
3485950,1127.0,WT,FORD,00495,25.0,1
4497910,1756.0,BK,TOYT,00672,63.0,4
534379,1019.0,BK,NISS,00600,73.0,5
4188128,1050.0,BK,JEEP,00357,73.0,5
528723,1205.0,BK,TOYT,00171,73.0,5
4884381,1825.0,CO,CHEV,00402,25.0,1
4714577,838.0,MR,CHEV,00356,73.0,5
1121140,809.0,SL,NISS,00154,73.0,5
5307717,822.0,WT,HOND,00155,73.0,5
4674154,1049.0,BK,HYUN,465R1,25.0,1
3996669,1133.0,SL,JEEP,00483,73.0,5
3248992,1518.0,WT,CHEV,00163,163.0,7
3970848,1030.0,GY,NISS,00602,63.0,4
1573529,1018.0,GY,CHEC,00185,73.0,5
5942410,1315.0,GY,KIA,00612,63.0,4
724583,1904.0,SL,MERZ,00403,63.0,4
3737504,1940.0,WT,DODG,00321,63.0,4
957302,1144.0,SL,TOYT,00338,73.0,5
3986827,306.0,SL,NISS,00501,73.0,5
5488211,1438.0,GY,HOND,00477,63.0,4
640714,1521.0,WT,HYUN,00353,58.0,3
1127822,1208.0,WT,DODG,00358,63.0,4
5863183,218.0,BK,PORS,506A,73.0,5
6241060,1039.0,GY,PORS,00161,73.0,5
6700619,916.0,BK,BMW,00476,58.0,3
775235,901.0,BK,CADI,00471,63.0,4
5277471,852.0,BG,TOYT,378R1,73.0,5
1154744,2039.0,GY,HOND,00402,68.0,4
4273569,426.0,GY,NISS,00500,73.0,5
4777546,1644.0,BL,TOYT,00451,93.0,6
2404884,1106.0,BK,HOND,00163,63.0,4
6727616,935.0,WT,ACUR,00141,73.0,5
6259431,1257.0,RD,JEEP,00481,93.0,6
1621756,816.0,RD,FORD,00451,68.0,4
5253378,1719.0,WT,CHEV,00401,63.0,4
3678237,1022.0,BK,FORD,00669,93.0,6
1271260,1438.0,WT,TOYT,00686,93.0,6
4528841,839.0,BK,HOND,00631,73.0,5
762972,1024.0,BK,TOYT,00144,73.0,5
2507434,821.0,SL,HOND,00643,63.0,4
4202349,903.0,WT,CHEV,00368,73.0,5
1467881,1222.0,WT,GMC,00153,73.0,5
1429288,1024.0,BL,NISS,00363,73.0,5
6367940,1926.0,SL,CHRY,00201,68.0,4
5722375,848.0,SL,LEXS,00141,25.0,1
743200,2138.0,BK,NISS,204A,93.0,6
4388333,1033.0,GN,TOYT,00564,68.0,4
6076524,821.0,MR,HOND,00308,63.0,4
4198297,1135.0,WT,BMW,00456,63.0,4
4541679,1206.0,SL,DODG,00472,58.0,3
871015,1222.0,GY,BMW,00364,73.0,5
4113362,713.0,GO,SUBA,00309,163.0,7
5615913,2038.0,BK,MERZ,00600,58.0,3
4813504,1356.0,BN,FRHT,00600,93.0,6
1289244,1900.0,RE,CHEV,3C104,58.0,3
1891296,1930.0,SL,AUDI,00478,63.0,4
1917974,2040.0,WT,TOYT,309R,68.0,4
4704885,1226.0,BK,LNDR,00491,73.0,5
4697139,1914.0,GY,LEXS,402A,68.0,4
6442199,806.0,BK,FORD,00635,73.0,5
1501016,918.0,BK,HOND,00153,73.0,5
1060242,1758.0,BK,FORD,00107,63.0,4
5956927,834.0,BK,AUDI,00474,25.0,1
3296223,813.0,RD,FORD,00492,73.0,5
5555470,202.0,BK,AUDI,502A,68.0,4
5834146,1035.0,RD,FORD,00548,73.0,5
1275702,1848.0,BL,DODG,00315,68.0,4
5280468,1041.0,BL,TOYT,00187,25.0,1
3031350,849.0,GY,NISS,00557,73.0,5
2846871,818.0,BL,JEEP,00477,73.0,5
1239669,1619.0,GY,TOYT,00403,68.0,4
1822926,819.0,BK,HOND,00358,73.0,5
3306908,1214.0,BK,ACUR,00144,73.0,5
3703858,1654.0,GY,NISS,00600,63.0,4
5152030,1007.0,BK,NISS,00354,73.0,5
6179579,119.0,WT,FORD,00321,68.0,4
4976129,921.0,BK,OTHR,00145,73.0,5
1891706,2106.0,WT,TOYT,00403,58.0,3
5422661,1030.0,WT,CHEV,00382,73.0,5
2898479,1137.0,GO,TOYT,00473,58.0,3
5315352,828.0,BK,JEEP,00185,73.0,5
2521000,1340.0,GY,SUBA,00484,63.0,4
931890,1043.0,BG,INFI,00355,25.0,1
540185,1014.0,GY,VOLK,478R1,58.0,3
729263,748.0,MR,NISS,538C,93.0,6
4999203,104.0,BK,TRIU,00600,58.0,3
3828890,852.0,BL,OLDS,00555,25.0,1
68487,1014.0,SL,FORD,647R1,73.0,5
1019779,1118.0,BL,TOYT,00906,58.0,3
5275430,1346.0,BN,HOND,00460,73.0,5
1083610,2149.0,GY,HOND,00600,25.0,1
339902,1636.0,RD,TOYT,651B,93.0,6
5621835,2107.0,BK,HOND,401A,68.0,4
1423779,827.0,BL,MERZ,00634,93.0,6
3186472,1217.0,BL,HYUN,00499,63.0,4
2903246,1212.0,BN,OTHR,00600,63.0,4
1585327,2141.0,OT,HOND,00403,68.0,4
5403860,1710.0,GY,TOYT,00641,25.0,1
4921665,1044.0,BL,VOLV,539BH,73.0,5
4263180,1040.0,TN,HOND,00548,73.0,5
5811520,1354.0,GY,ACUR,310W,63.0,4
6086104,1704.0,BL,NISS,00642,58.0,3
4703850,1228.0,GY,TOYT,00365,73.0,5
1589858,1036.0,WT,VOLK,00478,63.0,4
3066121,837.0,BL,FORD,00557,73.0,5
598400,831.0,BK,FORD,00475,73.0,5
4091928,810.0,GY,TOYT,00357,73.0,5
4839247,2000.0,BL,HOND,00301,25.0,1
4014319,253.0,WT,NISS,00315,68.0,4
2719581,1003.0,WT,BUIC,00483,73.0,5
3362637,839.0,WT,TOYT,651B,93.0,6
5921680,1226.0,GY,HYUN,00460,68.0,4
3500172,741.0,BK,BMW,00444,93.0,6
2631685,2211.0,BK,AUDI,00315,73.0,5
4881091,1826.0,BL,HOND,00205,68.0,4
6666710,1226.0,SL,TOYT,00331,73.0,5
2811276,1624.0,BK,VOLK,00316,68.0,4
1595419,1259.0,GY,KIA,00472,68.0,4
5359206,910.0,GY,HOND,00609,93.0,6
5336399,1407.0,BK,VOLK,00483,68.0,4
452344,819.0,GY,TOYT,00365,73.0,5
4174213,1026.0,WT,ACUR,00447,73.0,5
145407,2116.0,GY,FORD,00402,68.0,4
1629345,1308.0,SI,BMW,20FB4,25.0,1
4888727,1045.0,BK,TOYT,00363,63.0,4
793781,718.0,SL,TOYT,645A,93.0,6
6137122,900.0,WT,OTHR,139B,73.0,5
5207718,207.0,GY,INFI,00600,25.0,1
3926895,1204.0,WT,FORD,00461,63.0,4
4482397,815.0,BK,TOYT,00441,73.0,5
2600604,342.0,SL,LEXS,00310,68.0,4
2859696,1252.0,SL,JEEP,00442,25.0,1
6200823,933.0,RD,FORD,00333,58.0,3
3575064,930.0,GY,FIAT,00377,73.0,5
321549,1234.0,WT,HOND,00356,73.0,5
4643059,1259.0,GY,JEEP,00486,63.0,4
3696648,1436.0,YE,TOYT,00452,63.0,4
2088443,1115.0,GY,HOND,00495,25.0,1
825163,1649.0,WT,LEXS,00401,68.0,4
3109717,911.0,GY,FORD,00137,73.0,5
3033967,1244.0,RD,KIA,00480,63.0,4
6038195,1015.0,WT,HOND,00176,73.0,5
489353,1146.0,GY,INFI,00491,63.0,4
6241345,822.0,BK,FIAT,360R1,93.0,6
1235879,2111.0,GY,BMW,00401,68.0,4
3145663,843.0,BK,FORD,00600,58.0,3
3425730,1337.0,BK,VOLK,00485,63.0,4
427178,139.0,UN,FORD,00321,25.0,1
4128728,822.0,BL,CHEV,00364,73.0,5
3266621,1125.0,WT,FORD,00657,63.0,4
3978803,1025.0,BL,MITS,00641,73.0,5
2162449,1255.0,GY,NISS,00453,58.0,3
3729787,519.0,GY,MAZD,00600,93.0,6
2801670,58.0,RD,FORD,506C,68.0,4
482101,1404.0,BK,OTHR,00309,58.0,3
4446211,1134.0,SL,ACUR,00400,73.0,5
630670,1339.0,WT,NISS,00499,68.0,4
1946407,2230.0,BN,FORD,00471,68.0,4
1429926,817.0,SL,JEEP,00354,63.0,4
497719,811.0,BL,NISS,00155,73.0,5
6503157,2007.0,BK,KIA,00400,68.0,4
2923506,821.0,SL,TOYT,00442,73.0,5
3564794,1250.0,BN,OTHR,00600,93.0,6
5048601,1712.0,SL,TOYT,00600,63.0,4
4769335,1859.0,BK,TOYO,34MQ1,363.0,8
1160953,1202.0,BK,TOYT,638R2,63.0,4
420544,1118.0,SL,HOND,00531,25.0,1
2418694,1350.0,BK,LEXS,00309,58.0,3
1990553,943.0,WT,MERZ,00453,25.0,1
3996566,1208.0,BL,CHRY,00460,73.0,5
710339,1203.0,BK,NISS,00665,93.0,6
3482165,1025.0,GY,DODG,00131,73.0,5
4937607,1740.0,WT,MERZ,00600,63.0,4
2142683,1131.0,WT,FORD,00445,25.0,1
6401727,1923.0,GY,HOND,402A,68.0,4
647741,1209.0,BK,VOLV,00600,58.0,3
3005870,1901.0,WT,HOND,00500,93.0,6
5396618,1613.0,RD,KIA,00474,58.0,3
6170114,1225.0,RD,VOLK,00321,63.0,4
829587,237.0,GY,TOYT,00319,93.0,6
6497724,1127.0,WT,NISS,00488,73.0,5
5800240,1131.0,BK,LNDR,00600,63.0,4
921560,2207.0,TN,HYUN,00402,73.0,5
6459324,1749.0,WT,HOND,00600,63.0,4
2909363,900.0,GY,MAZD,00441,73.0,5
806852,1439.0,SL,BMW,00904,58.0,3
4397331,1317.0,GY,JEEP,00906,25.0,1
5763328,1007.0,BK,CHRY,00154,73.0,5
3297553,805.0,GY,HOND,00541,73.0,5
547517,108.0,GY,JAGU,503A,68.0,4
556509,1224.0,RD,FORD,00134,73.0,5
248305,847.0,GO,ACUR,00367,73.0,5
1635426,123.0,GY,HOND,601,25.0,1
5350601,401.0,GY,JEEP,00500,73.0,5
87696,405.0,GY,FORD,00119,25.0,1
606517,1345.0,GY,HOND,00446,73.0,5
2004679,1417.0,BL,CHEV,00610,25.0,1
5052786,1207.0,GN,FORD,00904,58.0,3
546762,1226.0,SL,PONT,00681,63.0,4
3004705,1343.0,OR,MNNI,00310,63.0,4
1501904,1630.0,GY,AUDI,00111,63.0,4
2764298,134.0,BK,MERZ,00401,73.0,5
6408041,908.0,GN,HOND,00453,73.0,5
3625562,1414.0,GY,NISS,00107,93.0,6
2749758,1511.0,BK,TOYT,00610,58.0,3
3131503,1658.0,BK,VOLK,00662,63.0,4
1802497,1437.0,SL,MERZ,651B,63.0,4
2094095,1239.0,BN,OTHR,00688,93.0,6
1641659,1812.0,SL,AUDI,402,68.0,4
3805619,120.0,RE,NISS,FTHL,68.0,4
1163503,1158.0,BK,CHEV,00112,63.0,4
6291909,1335.0,SL,VOLK,00460,58.0,3
6416364,1621.0,GN,TOYT,00600,63.0,4
4618871,1220.0,BK,MERZ,00476,73.0,5
63834,1122.0,WT,TOYT,00131,63.0,4
6536164,2133.0,BL,LINC,00500,93.0,6
488657,808.0,BL,HYUN,00353,73.0,5
774245,1623.0,BK,BMW,00202,58.0,3
6596657,1227.0,GY,MNNI,465R1,73.0,5
3247780,904.0,WT,HYUN,00448,73.0,5
6690223,1442.0,BK,TOYT,340R,73.0,5
1842354,1149.0,BK,MERZ,00107,58.0,3
1074144,1712.0,WT,NISS,00600,93.0,6
5508243,1811.0,SL,HOND,00315,63.0,4
1982876,1628.0,GY,CHEV,3C11B,58.0,3
2397889,1144.0,BL,HYUN,00487,68.0,4
4935368,1236.0,WT,TOYT,00464,73.0,5
6423502,1020.0,BK,TOYT,00352,73.0,5
579171,1204.0,WT,LEXS,00681,63.0,4
5592227,826.0,GY,AUDI,00473,25.0,1
5763605,1227.0,BK,AUDI,00301,58.0,3
6409231,1244.0,WT,HOND,00310,63.0,4
5763450,843.0,BL,TOYT,389R,73.0,5
3817535,1937.0,GY,TOYT,00310,93.0,6
1968705,1015.0,RD,TOYT,00157,73.0,5
982665,1154.0,BK,AUDI,00400,63.0,4
3127562,814.0,SL,MNNI,00107,63.0,4
3204369,1241.0,BL,NISS,651B,25.0,1
2473938,1821.0,GY,FORD,00309,68.0,4
2236130,1253.0,YE,KIA,00186,63.0,4
1479903,1202.0,BK,DODG,00111,63.0,4
3689869,1358.0,WT,KIA,00402,68.0,4
6331986,217.0,GY,TOYT,00501,73.0,5
2748400,1241.0,GY,HYUN,00741,68.0,4
4448452,907.0,GY,TOYT,00546,73.0,5
5821277,1257.0,BN,OTHR,00662,93.0,6
4371712,1905.0,SL,TOYT,00500,68.0,4
5770944,1348.0,WT,MERZ,00133,58.0,3
5818448,1102.0,WT,HYUN,00600,63.0,4
6672941,746.0,BL,TOYT,00319,163.0,7
3733148,1255.0,GY,LEXS,00600,63.0,4
5010880,819.0,SL,HYUN,00471,63.0,4
4364786,822.0,GY,LEXS,00474,73.0,5
5576584,1156.0,WT,TOYT,00441,93.0,6
2361722,159.0,WT,FORD,00500,68.0,4
1773450,1118.0,BN,OTHR,00688,68.0,4
4557187,1228.0,SL,HOND,378R1,58.0,3
1446048,1745.0,GY,JEEP,00500,58.0,3
2159433,1308.0,BL,HYUN,00202,93.0,6
3518580,753.0,GY,NISS,00651,93.0,6
2297773,834.0,BL,HOND,00400,73.0,5
1089938,1028.0,BK,PORS,00133,73.0,5
2720663,741.0,BK,MITS,00401,93.0,6
2067230,1544.0,BK,VOLK,00451,25.0,1
3263336,1224.0,SL,CHEV,00678,73.0,5
3472474,1331.0,GY,MERZ,00408,58.0,3
6391983,1243.0,GY,TOYT,00342,73.0,5
4501440,230.0,SL,DODG,00309,68.0,4
2814734,955.0,GN,HOND,00561,73.0,5
5464708,1836.0,BL,BMW,401B,68.0,4
4631365,528.0,GY,HOND,00568,93.0,6
3791391,1321.0,GY,BMW,00700,58.0,3
4823854,1044.0,BK,FORD,00600,25.0,1
942357,1441.0,BK,VOLV,00680,58.0,3
435746,1626.0,RD,NISS,00642,68.0,4
3486463,2120.0,GY,HOND,00403,68.0,4
876642,831.0,RD,FORD,00552,73.0,5
3742359,1758.0,GY,CHRY,00401,25.0,1
1027764,1343.0,BN,FRHT,00657,93.0,6
1114041,1605.0,GY,TOYT,00635,93.0,6
4188110,950.0,SL,HOND,00357,25.0,1
2631010,1723.0,GY,FORD,350R,63.0,4
5370404,1100.0,GY,KIA,00600,63.0,4
5813672,423.0,WT,FORD,00500,78.0,5
620740,833.0,BK,AUDI,00137,73.0,5
1629148,825.0,WT,TOYT,00600,63.0,4
6653732,1627.0,GY,AUDI,00600,68.0,4
5526870,1748.0,BK,BMW,00315,58.0,3
1085218,221.0,RD,HOND,00111,68.0,4
915051,1613.0,GY,TOYT,00455,163.0,7
4726108,1206.0,WT,INFI,00187,68.0,4
2719155,1943.0,SL,LINC,350R1,63.0,4
5826670,2104.0,BK,TOYT,00600,68.0,4
1181096,1149.0,GY,FORD,645A,63.0,4
5070870,2035.0,BK,CHEV,3C403,58.0,3
2143724,1204.0,SL,TOYT,00667,63.0,4
4907990,1708.0,BN,HOND,00453,58.0,3
314184,1025.0,BK,HOND,369B,73.0,5
6295901,945.0,BK,MERZ,00308,58.0,3
5254232,1201.0,RD,UNK,00472,63.0,4
1406859,924.0,GN,NISS,00376,73.0,5
2260001,1403.0,GY,HYUN,00485,58.0,3
657122,1332.0,WT,CHEV,00491,73.0,5
5929528,1141.0,BL,VOLK,00661,93.0,6
6530330,1148.0,BK,INFI,00491,93.0,6
1364777,924.0,BK,HYUN,00474,73.0,5
4075004,1222.0,BK,FORD,00364,73.0,5
4606135,1913.0,WT,FIAT,00321,63.0,4
5300635,1228.0,WT,CHEV,00367,73.0,5
4280705,1039.0,GO,CHEV,00351,73.0,5
3258983,1047.0,BK,JEEP,00536,93.0,6
2831759,1027.0,GY,TOYT,00334,73.0,5
3321810,1110.0,GY,BMW,00446,63.0,4
272166,1105.0,BL,MERZ,00144,58.0,3
2652416,1430.0,GY,HOND,00356,58.0,3
5517754,2216.0,BL,MITS,00600,73.0,5
5243034,1242.0,GY,TOYT,101R,58.0,3
616747,806.0,GN,CHEV,00354,73.0,5
5311270,1156.0,WT,GMC,00907,63.0,4
3376987,1639.0,BL,HOND,00495,163.0,7
1319066,1027.0,BK,VOLK,00444,73.0,5
3193124,1207.0,GY,BMW,00673,73.0,5
160481,1621.0,GY,NISS,00315,63.0,4
5626820,1131.0,RD,INFI,00407,363.0,8
1988644,1253.0,BK,AUDI,00325,68.0,4
2093159,818.0,WT,FORD,360R2,73.0,5
981240,1215.0,WT,TOYT,00442,73.0,5
4462323,914.0,WT,CADI,00300,25.0,1
3579720,341.0,GY,HOND,00309,93.0,6
6242113,1718.0,RD,NISS,205B,93.0,6
5658920,1041.0,WT,INTL,00356,68.0,4
3579225,1840.0,GY,LEXS,350R,163.0,7
6562985,1245.0,GY,FORD,00491,73.0,5
5457740,1012.0,GY,BUIC,00635,73.0,5
2209595,1149.0,SL,HOND,00300,58.0,3
2358742,1314.0,WT,AUDI,00600,58.0,3
6658125,1055.0,SL,MITS,00334,73.0,5
2224368,1320.0,SI,TOYO,202W,63.0,4
4861128,1237.0,YE,KIA,00476,73.0,5
2337735,1250.0,WT,LINC,00541,73.0,5
102884,120.0,BN,HYUN,00403,73.0,5
2367804,850.0,GY,HYUN,00144,73.0,5
5401216,1956.0,SL,TOYT,202A,58.0,3
3347665,2058.0,WT,CHEV,00300,68.0,4
3840415,1209.0,BK,CADI,00107,63.0,4
3437552,1348.0,GY,JEEP,00610,93.0,6
431766,1205.0,GY,MERZ,00147,73.0,5
6356477,930.0,BK,FORD,00463,73.0,5
3537362,1911.0,BK,JEEP,00401,63.0,4
192773,2232.0,OT,MITS,00402,73.0,5
3158236,806.0,BK,AUDI,00354,73.0,5
6234492,502.0,WT,TOYT,00317,63.0,4
887060,2109.0,RD,FORD,00111,68.0,4
1054692,815.0,SL,KIA,00131,73.0,5
570216,1234.0,SL,HOND,00610,68.0,4
1364764,833.0,GY,BMW,00474,73.0,5
6199708,1212.0,GY,HOND,00142,73.0,5
3096949,2201.0,WT,HOND,00600,58.0,3
5642408,1012.0,MR,TOYT,00143,73.0,5
5109308,1235.0,GY,HOND,00460,73.0,5
1230008,1224.0,BK,NISS,00471,63.0,4
2282277,822.0,WT,KIA,00491,73.0,5
4686446,1425.0,GY,FORD,00677,63.0,4
1693826,1129.0,SL,HOND,00661,73.0,5
6564536,1313.0,BL,TOYT,00600,58.0,3
235229,1324.0,BK,BMW,00662,58.0,3
442403,844.0,SL,INFI,00368,73.0,5
1834336,1424.0,GY,TOYT,00448,63.0,4
1198318,707.0,BL,CHRY,689R1,58.0,3
5521527,1216.0,BK,HOND,00132,73.0,5
1990551,815.0,WT,TOYT,00453,73.0,5
5333082,852.0,RD,JEEP,00382,73.0,5
3553909,1740.0,GY,KIA,00330,63.0,4
1127457,1306.0,WT,VOLK,00107,363.0,8
2909808,833.0,BL,SUBA,538C,73.0,5
3965323,1939.0,BK,HD,00403,68.0,4
3562363,924.0,WT,CHEV,158R1,73.0,5
3346964,1250.0,GY,CHRY,00650,58.0,3
3171440,1628.0,BL,DODG,00500,68.0,4
2154825,822.0,GY,CHEV,00357,73.0,5
179431,1016.0,BL,HOND,00139,73.0,5
2377297,1824.0,SL,BMW,00401,68.0,4
5090490,1925.0,GY,HOND,00401,25.0,1
3548232,1226.0,SL,TOYT,00461,68.0,4
5033282,1638.0,GY,HOND,00444,63.0,4
5477108,1111.0,BN,OTHR,00641,63.0,4
6436250,1805.0,BK,LEXS,00309,68.0,4
3630003,902.0,GY,NISS,00500,73.0,5
2485936,1407.0,WT,TOYT,00600,58.0,3
2516900,2316.0,GO,FORD,00315,73.0,5
110221,2202.0,BK,LNDR,00401,68.0,4
226165,1311.0,GY,TOYT,00642,58.0,3
1973016,1005.0,BK,TOYT,00641,73.0,5
6660412,1013.0,BL,LNDR,00445,73.0,5
5828058,1657.0,BK,KIA,00451,163.0,7
2470649,15.0,BL,NISS,00403,68.0,4
4119161,1915.0,BK,HOND,350R,63.0,4
3180159,1219.0,SL,CHRY,00171,73.0,5
6115397,233.0,GY,FORD,00316,93.0,6
5996382,2207.0,GY,TOYT,00315,73.0,5
3027349,210.0,SL,TOYT,00604,73.0,5
6015951,1745.0,BL,MAZD,403B,63.0,4
4843982,1323.0,BL,SUBA,00476,63.0,4
5371870,1245.0,BK,HOND,00485,58.0,3
1863220,1211.0,TN,STRN,00464,73.0,5
4065905,1743.0,GY,FORD,00500,25.0,1
3246701,1239.0,GY,HOND,00547,73.0,5
6238771,1051.0,GY,CHEV,00362,73.0,5
3091589,1606.0,BK,BMW,00469,93.0,6
3837195,2337.0,GY,HYUN,00319,93.0,6
4596980,842.0,BL,NISS,00371,73.0,5
226895,1236.0,SL,VOLV,00531,73.0,5
6387056,1219.0,GN,MERZ,00483,68.0,4
5274307,1338.0,BK,VOLK,310W,63.0,4
6205271,1012.0,WT,VOLK,00453,73.0,5
4239364,829.0,BL,MERC,00554,73.0,5
2258912,1515.0,GY,HOND,00107,163.0,7
220484,1314.0,GY,CHEV,00101,63.0,4
4339637,1330.0,BN,GRUM,00676,93.0,6
5727158,1225.0,WT,TOYT,00642,73.0,5
2028292,1220.0,BK,BMW,00643,73.0,5
588080,1010.0,BL,KIA,00354,73.0,5
554843,904.0,BL,SAA,00337,73.0,5
4547831,1338.0,WT,VOLK,00600,58.0,3
3432774,838.0,SL,CHEV,00557,25.0,1
3882818,1745.0,BK,CADI,00315,63.0,4
3784143,1355.0,WT,MERZ,00473,25.0,1
4834825,1208.0,SL,TOYT,330R1,103.0,7
480577,1248.0,GY,NISS,00492,63.0,4
3566130,1139.0,GN,CHRY,00485,25.0,1
4284787,1910.0,MR,TOYT,00201,68.0,4
4976162,1303.0,BL,TOYT,00145,73.0,5
472324,1040.0,BK,VOLK,00161,58.0,3
3886841,718.0,BK,TOYT,00403,93.0,6
2206681,1222.0,BL,CHEV,00636,73.0,5
2973104,1932.0,BK,FORD,00315,63.0,4
1794532,1748.0,RD,TOYT,00401,73.0,5
5654163,703.0,MR,KIA,00600,68.0,4
3019954,808.0,GN,TOYT,00142,73.0,5
1313612,1140.0,SL,FORD,00308,73.0,5
4197029,1024.0,WT,DODG,00455,73.0,5
2522484,823.0,BL,FORD,00305,63.0,4
5706802,1424.0,WT,NISS,00670,58.0,3
3551635,707.0,GY,CHRY,00141,68.0,4
3507471,1440.0,BK,HD,00308,58.0,3
3183850,756.0,WT,HOND,489R1,25.0,1
5989751,1218.0,SL,LEXS,00675,73.0,5
5318971,1627.0,BK,VOLV,00309,63.0,4
1248191,2225.0,WH,CHEV,14G21,50.0,2
3324972,1913.0,GY,AUDI,00310,63.0,4
69201,833.0,GO,MERC,00455,73.0,5
3677839,1042.0,BK,NISS,00553,73.0,5
2486484,1017.0,SL,OTHR,00363,73.0,5
4435487,2318.0,WT,VOLV,402A,63.0,4
5719595,2143.0,BK,NISS,401A,68.0,4
1208811,1901.0,WT,TOYT,00641,58.0,3
6530947,1701.0,WT,CHEV,402A,163.0,7
5503008,1104.0,BK,BMW,6T8,63.0,4
4439988,1431.0,BK,AUDI,00301,63.0,4
3838189,1925.0,RD,TOYT,00403,63.0,4
3091393,1223.0,SL,HOND,00610,63.0,4
5278805,941.0,WT,LEXS,350R3,73.0,5
5815040,1027.0,BK,DODG,00454,73.0,5
4906168,1122.0,WT,BMW,360R1,63.0,4
5981005,2335.0,SI,TOYO,00611,93.0,6
4842716,1020.0,WT,NISS,00427,58.0,3
2256345,826.0,WT,NISS,00373,73.0,5
2275130,1557.0,BK,NISS,00177,68.0,4
5943207,1729.0,BK,BMW,00310,63.0,4
115456,1846.0,SL,NISS,350R,163.0,7
3466877,1213.0,BL,HOND,00300,25.0,1
6639909,1147.0,WT,VOLV,00904,68.0,4
1692579,210.0,SL,MERZ,00600,73.0,5
6026365,1806.0,BK,HOND,00301,68.0,4
5521698,2122.0,GY,FORD,00309,68.0,4
117846,2330.0,BL,FORD,00600,58.0,3
4694994,1350.0,GY,MAZD,00677,63.0,4
3789252,415.0,WT,CHEV,00316,25.0,1
6444554,1836.0,BL,TOYT,00315,93.0,6
2835903,1650.0,WT,HOND,00667,63.0,4
3757594,1255.0,BK,LEXS,00113,63.0,4
697031,958.0,SL,TOYT,00635,293.0,8
2479739,1216.0,OT,NISS,00306,73.0,5
2394891,2047.0,WT,MACK,00107,103.0,7
